triplets,co
"('1-7321', '1-9655', '1-18563')",1
"('1-18563', '1-7321', '1-9655')",1
"('1-18563', '1-9655', '1-7321')",1
"('1-9655', '1-7321', '1-18563')",1
"('1-7866', '1-3068', '1-7863')",1
"('1-7866', '1-3068', '1-5775')",1
"('1-7866', '1-7863', '1-3068')",1
"('1-7866', '1-5775', '1-3068')",1
"('MLG65', '1-0278', 'MLG56')",1
"('MLG65', '1-0278', '1-2423')",1
"('MLG56', 'MLG65', '1-2423')",1
"('MLG56', 'MLG65', '1-0278')",1
"('MLG56', '1-2423', 'MLG65')",1
"('MLG56', '1-2423', '1-0278')",1
"('MLG56', '1-0278', 'MLG65')",1
"('MLG56', '1-0278', '1-2423')",1
"('1-2423', 'MLG65', 'MLG56')",1
"('1-2423', 'MLG65', '1-0278')",1
"('1-2423', 'MLG56', 'MLG65')",1
"('1-2423', 'MLG56', '1-0278')",1
"('1-2423', '1-0278', 'MLG65')",1
"('1-2423', '1-0278', 'MLG56')",1
"('1-0278', 'MLG65', 'MLG56')",1
"('1-0278', 'MLG65', '1-2423')",1
"('1-0278', 'MLG56', 'MLG65')",1
"('1-0278', 'MLG56', '1-2423')",1
"('1-0278', '1-2423', 'MLG65')",1
"('1-0278', '1-2423', 'MLG56')",1
"('MLG13', '1-18371', '1-9498')",1
"('MLG65', '1-2423', '1-0278')",1
"('MLG65', '1-2423', 'MLG56')",1
"('MLG65', 'MLG56', '1-0278')",1
"('1-10468', '1-7122', '1-0272')",1
"('1-7863', '1-3068', '1-7866')",1
"('1-7863', '1-3068', '1-5775')",1
"('1-7863', '1-7866', '1-3068')",1
"('1-7863', '1-5775', '1-3068')",1
"('1-5775', '1-3068', '1-7866')",1
"('1-5775', '1-3068', '1-7863')",1
"('1-5775', '1-7866', '1-3068')",1
"('1-5775', '1-7863', '1-3068')",1
"('1-10468', '1-6974', '1-0272')",1
"('1-10468', '1-0272', '1-6974')",1
"('MLG65', 'MLG56', '1-2423')",1
"('1-10468', '1-0272', '1-7122')",1
"('1-6974', '1-10468', '1-0272')",1
"('1-6974', '1-0272', '1-10468')",1
"('1-7122', '1-10468', '1-0272')",1
"('1-7122', '1-0272', '1-10468')",1
"('1-0272', '1-10468', '1-6974')",1
"('1-0272', '1-10468', '1-7122')",1
"('1-0272', '1-6974', '1-10468')",1
"('1-0272', '1-7122', '1-10468')",1
"('1-2382', '1-2335', '1-6098')",1
"('1-2382', '1-2335', '1-6181')",1
"('1-2382', '1-2335', '1-8067')",1
"('1-8067', '1-2335', '1-6181')",1
"('1-2335', '1-17907', '1-8067')",1
"('1-2335', '1-17907', '1-6181')",1
"('1-2335', '1-17907', '1-6098')",1
"('1-2335', '1-17907', '1-2382')",1
"('1-2335', '1-8067', '1-17907')",1
"('1-2335', '1-8067', '1-6181')",1
"('1-2335', '1-8067', '1-6098')",1
"('1-2335', '1-8067', '1-2382')",1
"('1-2335', '1-6181', '1-17907')",1
"('1-2335', '1-6181', '1-8067')",1
"('1-2335', '1-6181', '1-2382')",1
"('1-2335', '1-6098', '1-17907')",1
"('1-2335', '1-6098', '1-8067')",1
"('1-2335', '1-6098', '1-2382')",1
"('1-2335', '1-2382', '1-17907')",1
"('1-2335', '1-2382', '1-8067')",1
"('1-2335', '1-2382', '1-6181')",1
"('1-2335', '1-2382', '1-6098')",1
"('1-8067', '1-17907', '1-2335')",1
"('1-8067', '1-17907', '1-6181')",1
"('1-8067', '1-17907', '1-2382')",1
"('1-17907', '1-2382', '1-6098')",1
"('1-17907', '1-2382', '1-6181')",1
"('1-17907', '1-2382', '1-8067')",1
"('1-17907', '1-2335', '1-2382')",1
"('1-6098', '1-9498', '1-18234')",1
"('1-6098', '1-9498', '1-8826')",1
"('1-6098', '1-8826', '1-10468')",1
"('1-6098', '1-8826', '1-18234')",1
"('1-6098', '1-8826', '1-6240')",1
"('1-6098', '1-8826', '1-9498')",1
"('1-17907', '1-2335', '1-8067')",1
"('1-17907', '1-2335', '1-6181')",1
"('1-17907', '1-2335', '1-6098')",1
"('1-17907', '1-8067', '1-2335')",1
"('1-17907', '1-2382', '1-2335')",1
"('1-17907', '1-8067', '1-6181')",1
"('1-17907', '1-8067', '1-2382')",1
"('1-17907', '1-6181', '1-2335')",1
"('1-17907', '1-6181', '1-8067')",1
"('1-17907', '1-6181', '1-6098')",1
"('1-17907', '1-6181', '1-2382')",1
"('1-17907', '1-6098', '1-2335')",1
"('1-17907', '1-6098', '1-6181')",1
"('1-17907', '1-6098', '1-2382')",1
"('1-8067', '1-2335', '1-17907')",1
"('1-8067', '1-2335', '1-6098')",1
"('1-2382', '1-2335', '1-17907')",1
"('1-8067', '1-2335', '1-2382')",1
"('1-6181', '1-2382', '1-17907')",1
"('1-6181', '1-2382', '1-2335')",1
"('1-6181', '1-2382', '1-8067')",1
"('1-6098', '1-17907', '1-2335')",1
"('1-6098', '1-17907', '1-6181')",1
"('1-6098', '1-17907', '1-2382')",1
"('1-6098', '1-2335', '1-17907')",1
"('1-6098', '1-2335', '1-8067')",1
"('1-6098', '1-2335', '1-2382')",1
"('1-6098', '1-8067', '1-2335')",1
"('1-6098', '1-8067', '1-6181')",1
"('1-6098', '1-8067', '1-2382')",1
"('1-6098', '1-6181', '1-17907')",1
"('1-6098', '1-6181', '1-8067')",1
"('1-6098', '1-2382', '1-17907')",1
"('1-6098', '1-2382', '1-2335')",1
"('1-6098', '1-2382', '1-8067')",1
"('1-2382', '1-17907', '1-2335')",1
"('1-2382', '1-17907', '1-8067')",1
"('1-2382', '1-17907', '1-6181')",1
"('1-2382', '1-17907', '1-6098')",1
"('1-6181', '1-6098', '1-8067')",1
"('1-6181', '1-6098', '1-17907')",1
"('1-6181', '1-8067', '1-2382')",1
"('1-8067', '1-2382', '1-6181')",1
"('1-8067', '1-6181', '1-17907')",1
"('1-8067', '1-6181', '1-2335')",1
"('1-8067', '1-6181', '1-6098')",1
"('1-8067', '1-6181', '1-2382')",1
"('1-8067', '1-6098', '1-2335')",1
"('1-8067', '1-6098', '1-6181')",1
"('1-8067', '1-6098', '1-2382')",1
"('1-8067', '1-2382', '1-17907')",1
"('1-8067', '1-2382', '1-2335')",1
"('1-8067', '1-2382', '1-6098')",1
"('1-6181', '1-8067', '1-6098')",1
"('1-6181', '1-17907', '1-2335')",1
"('1-6181', '1-17907', '1-8067')",1
"('1-6181', '1-17907', '1-6098')",1
"('1-6181', '1-17907', '1-2382')",1
"('1-6181', '1-2335', '1-17907')",1
"('1-6181', '1-2335', '1-8067')",1
"('1-6181', '1-2335', '1-2382')",1
"('1-6181', '1-8067', '1-17907')",1
"('1-6181', '1-8067', '1-2335')",1
"('MLG13', '1-9498', '1-18371')",1
"('1-18371', 'MLG13', '1-9498')",1
"('1-18371', '1-9498', 'MLG13')",1
"('1-1224', 'MLG75', 'MLG56')",1
"('1-3523', '1-6611', '1-8066')",1
"('1-3523', 'MLG13', '1-6611')",1
"('1-3523', 'MLG13', '1-8066')",1
"('1-3523', '1-8066', '1-6611')",1
"('1-3523', '1-8066', 'MLG13')",1
"('MLG13', '1-6611', '1-3523')",1
"('MLG13', '1-6611', '1-8066')",1
"('MLG13', '1-3523', '1-6611')",1
"('MLG13', '1-3523', '1-8066')",1
"('MLG13', '1-8066', '1-6611')",1
"('MLG13', '1-8066', '1-3523')",1
"('1-8066', '1-6611', '1-3523')",1
"('1-8066', '1-6611', 'MLG13')",1
"('1-8066', '1-3523', '1-6611')",1
"('1-8066', '1-3523', 'MLG13')",1
"('1-8066', 'MLG13', '1-6611')",1
"('1-8066', 'MLG13', '1-3523')",1
"('MLG56', 'MLG75', '1-1224')",1
"('MLG56', '1-1224', 'MLG75')",1
"('MLG75', 'MLG56', '1-1224')",1
"('MLG75', '1-1224', 'MLG56')",1
"('1-3523', '1-6611', 'MLG13')",1
"('1-6611', '1-8066', 'MLG13')",1
"('1-6611', '1-8066', '1-3523')",1
"('1-7525', '1-2382', '1-2034')",1
"('1-11350', '1-2034', '1-2382')",1
"('1-11350', '1-7525', '1-2034')",1
"('1-11350', '1-7525', '1-2382')",1
"('1-11350', '1-2382', '1-2034')",1
"('1-11350', '1-2382', '1-7525')",1
"('1-7525', '1-2034', '1-11350')",1
"('1-7525', '1-2034', '1-2382')",1
"('1-7525', '1-11350', '1-2034')",1
"('1-7525', '1-11350', '1-2382')",1
"('1-7525', '1-2382', '1-11350')",1
"('1-6611', 'MLG13', '1-8066')",1
"('1-2382', '1-2034', '1-11350')",1
"('1-2382', '1-2034', '1-7525')",1
"('1-2382', '1-11350', '1-2034')",1
"('1-2382', '1-11350', '1-7525')",1
"('1-2382', '1-7525', '1-2034')",1
"('1-2382', '1-7525', '1-11350')",1
"('1-6611', '1-3523', 'MLG13')",1
"('1-6611', '1-3523', '1-8066')",1
"('1-6611', 'MLG13', '1-3523')",1
"('1-1224', 'MLG56', 'MLG75')",1
"('MLG14', '1-9752', '1-8427')",1
"('1-2034', '1-2382', '1-7525')",1
"('MLG14', '1-9752', '1-7863')",1
"('1-8427', 'MLG14', '1-6098')",1
"('1-8427', '1-9752', 'MLG14')",1
"('1-8427', '1-9752', '1-7863')",1
"('1-8427', '1-9752', '1-6098')",1
"('1-8427', '1-7863', 'MLG14')",1
"('1-8427', '1-7863', '1-9752')",1
"('1-8427', '1-6098', 'MLG14')",1
"('1-8427', '1-6098', '1-9752')",1
"('1-7863', 'MLG14', '1-9752')",1
"('1-7863', 'MLG14', '1-8427')",1
"('1-7863', 'MLG14', '1-6098')",1
"('1-7863', '1-9752', 'MLG14')",1
"('1-7863', '1-9752', '1-8427')",1
"('1-7863', '1-9752', '1-6098')",1
"('1-7863', '1-8427', 'MLG14')",1
"('1-7863', '1-8427', '1-9752')",1
"('1-7863', '1-6098', 'MLG14')",1
"('1-7863', '1-6098', '1-9752')",1
"('1-6098', 'MLG14', '1-9752')",1
"('1-6098', 'MLG14', '1-8427')",1
"('1-6098', 'MLG14', '1-7863')",1
"('1-8427', 'MLG14', '1-7863')",1
"('1-8427', 'MLG14', '1-9752')",1
"('1-9752', '1-6098', '1-7863')",1
"('MLG14', '1-6098', '1-7863')",1
"('MLG14', '1-9752', '1-6098')",1
"('MLG14', '1-8427', '1-9752')",1
"('MLG14', '1-8427', '1-7863')",1
"('MLG14', '1-8427', '1-6098')",1
"('MLG14', '1-7863', '1-9752')",1
"('MLG14', '1-7863', '1-8427')",1
"('MLG14', '1-7863', '1-6098')",1
"('MLG14', '1-6098', '1-9752')",1
"('MLG14', '1-6098', '1-8427')",1
"('1-9752', 'MLG14', '1-8427')",1
"('1-9752', '1-6098', '1-8427')",1
"('1-9752', 'MLG14', '1-7863')",1
"('1-9752', 'MLG14', '1-6098')",1
"('1-9752', '1-8427', 'MLG14')",1
"('1-9752', '1-8427', '1-7863')",1
"('1-9752', '1-8427', '1-6098')",1
"('1-9752', '1-7863', 'MLG14')",1
"('1-9752', '1-7863', '1-8427')",1
"('1-9752', '1-7863', '1-6098')",1
"('1-9752', '1-6098', 'MLG14')",1
"('1-11350', '1-2034', '1-7525')",1
"('1-2034', '1-2382', '1-11350')",1
"('1-9498', 'MLG13', '1-18371')",1
"('1-9227', '1-6927', '1-18371')",1
"('1-18371', '1-6927', '1-18558')",1
"('1-18371', '1-6927', '1-9227')",1
"('1-18371', '1-6028', '1-6927')",1
"('1-18371', '1-6028', '1-18558')",1
"('1-18371', '1-6028', '1-9227')",1
"('1-18371', '1-18558', '1-6927')",1
"('1-18371', '1-18558', '1-6028')",1
"('1-18371', '1-18558', '1-9227')",1
"('1-18371', '1-9227', '1-6927')",1
"('1-18371', '1-9227', '1-6028')",1
"('1-18371', '1-9227', '1-18558')",1
"('1-18558', '1-6927', '1-6028')",1
"('1-18558', '1-6927', '1-18371')",1
"('1-18558', '1-6028', '1-6927')",1
"('1-18558', '1-6028', '1-18371')",1
"('1-18558', '1-6028', '1-9227')",1
"('1-18558', '1-18371', '1-6927')",1
"('1-18558', '1-18371', '1-6028')",1
"('1-18558', '1-18371', '1-9227')",1
"('1-18558', '1-9227', '1-6028')",1
"('1-18558', '1-9227', '1-18371')",1
"('1-18371', '1-6927', '1-6028')",1
"('1-6028', '1-9227', '1-18558')",1
"('1-6028', '1-9227', '1-18371')",1
"('1-6927', '1-9227', '1-6028')",1
"('1-9498', '1-18371', 'MLG13')",1
"('1-6927', '1-6028', '1-18371')",1
"('1-6927', '1-6028', '1-18558')",1
"('1-6927', '1-6028', '1-9227')",1
"('1-6927', '1-18371', '1-6028')",1
"('1-6927', '1-18371', '1-18558')",1
"('1-6927', '1-18371', '1-9227')",1
"('1-6927', '1-18558', '1-6028')",1
"('1-6927', '1-18558', '1-18371')",1
"('1-6927', '1-9227', '1-18371')",1
"('1-6028', '1-9227', '1-6927')",1
"('1-6028', '1-6927', '1-18371')",1
"('1-6028', '1-6927', '1-18558')",1
"('1-6028', '1-6927', '1-9227')",1
"('1-6028', '1-18371', '1-6927')",1
"('1-6028', '1-18371', '1-18558')",1
"('1-6028', '1-18371', '1-9227')",1
"('1-6028', '1-18558', '1-6927')",1
"('1-6028', '1-18558', '1-18371')",1
"('1-6028', '1-18558', '1-9227')",1
"('1-9227', '1-6927', '1-6028')",1
"('1-9227', '1-6028', '1-6927')",1
"('1-2034', '1-7525', '1-2382')",1
"('1-9227', '1-6028', '1-18371')",1
"('1-0205', '1-1005', '1-2103')",1
"('1-0205', '1-1005', '1-9651')",1
"('1-0205', '1-2103', '1-1005')",1
"('1-0205', '1-2103', '1-9651')",1
"('1-0205', '1-9651', '1-1005')",1
"('1-0205', '1-9651', '1-2103')",1
"('1-6181', '1-6098', '1-1462')",1
"('1-6181', '1-1462', '1-6098')",1
"('1-6098', '1-6181', '1-1462')",1
"('1-6098', '1-1462', '1-6181')",1
"('1-1462', '1-6181', '1-6098')",1
"('1-1462', '1-6098', '1-6181')",1
"('1-3052', '1-7019', '1-20167')",1
"('1-3052', '1-20167', '1-7019')",1
"('1-7019', '1-3052', '1-20167')",1
"('1-7019', '1-20167', '1-3052')",1
"('1-20167', '1-3052', '1-7019')",1
"('1-20167', '1-7019', '1-3052')",1
"('1-2034', '1-11350', '1-7525')",1
"('1-2034', '1-11350', '1-2382')",1
"('1-2034', '1-7525', '1-11350')",1
"('1-9651', '1-0205', '1-2103')",1
"('1-9651', '1-0205', '1-1005')",1
"('1-9651', '1-2103', '1-0205')",1
"('1-1005', '1-9651', '1-0205')",1
"('1-9227', '1-6028', '1-18558')",1
"('1-9227', '1-18371', '1-6927')",1
"('1-9227', '1-18371', '1-6028')",1
"('1-9227', '1-18371', '1-18558')",1
"('1-9227', '1-18558', '1-6028')",1
"('1-9227', '1-18558', '1-18371')",1
"('1-1005', '1-2103', '1-9651')",1
"('1-1005', '1-2103', '1-0205')",1
"('1-1005', '1-9651', '1-2103')",1
"('1-1005', '1-0205', '1-2103')",1
"('1-9651', '1-2103', '1-1005')",1
"('1-1005', '1-0205', '1-9651')",1
"('1-2103', '1-1005', '1-9651')",1
"('1-2103', '1-1005', '1-0205')",1
"('1-2103', '1-9651', '1-1005')",1
"('1-2103', '1-9651', '1-0205')",1
"('1-2103', '1-0205', '1-1005')",1
"('1-2103', '1-0205', '1-9651')",1
"('1-9651', '1-1005', '1-2103')",1
"('1-9651', '1-1005', '1-0205')",1
"('1-6098', '1-9498', '1-10468')",1
"('1-6098', '1-6240', '1-8826')",1
"('1-6098', '1-18234', '1-8826')",1
"('1-7874', '1-8328', 'MLG63')",1
"('1-3141', '1-3535', 'MLG62')",1
"('1-3141', '1-3535', 'MLG54')",1
"('1-3141', 'MLG62', '1-3535')",1
"('1-3141', 'MLG62', 'MLG54')",1
"('1-3141', 'MLG54', '1-3535')",1
"('1-3141', 'MLG54', 'MLG62')",1
"('1-3535', '1-3141', 'MLG62')",1
"('1-3535', '1-3141', 'MLG54')",1
"('1-3535', 'MLG62', '1-3141')",1
"('1-3535', 'MLG54', '1-3141')",1
"('MLG62', '1-3141', '1-3535')",1
"('MLG62', '1-3141', 'MLG54')",1
"('MLG62', '1-3535', '1-3141')",1
"('MLG62', 'MLG54', '1-3141')",1
"('MLG54', '1-3141', '1-3535')",1
"('MLG54', '1-3141', 'MLG62')",1
"('MLG54', '1-3535', '1-3141')",1
"('MLG54', 'MLG62', '1-3141')",1
"('MLG63', '1-7874', '1-8328')",1
"('MLG63', '1-8328', '1-7874')",1
"('1-7874', 'MLG63', '1-8328')",1
"('1-0296', 'MLG56', '1-7019')",1
"('1-0296', '1-7019', 'MLG56')",1
"('MLG56', '1-0296', '1-7019')",1
"('1-10468', '1-7004', 'MLG48')",1
"('1-8450', '1-3265', '1-6693')",1
"('1-8450', '1-3265', '1-10539')",1
"('1-8450', '1-6693', '1-3265')",1
"('1-8450', '1-6693', '1-10539')",1
"('1-8450', '1-10539', '1-3265')",1
"('1-8450', '1-10539', '1-6693')",1
"('1-10468', 'MLG48', '1-7005')",1
"('1-10468', 'MLG48', '1-7004')",1
"('1-10468', '1-7005', 'MLG48')",1
"('MLG48', '1-10468', '1-7005')",1
"('MLG56', '1-7019', '1-0296')",1
"('MLG48', '1-10468', '1-7004')",1
"('MLG48', '1-7005', '1-10468')",1
"('MLG48', '1-7004', '1-10468')",1
"('1-7005', '1-10468', 'MLG48')",1
"('1-7005', 'MLG48', '1-10468')",1
"('1-7004', '1-10468', 'MLG48')",1
"('1-7004', 'MLG48', '1-10468')",1
"('1-7019', 'MLG56', '1-0296')",1
"('1-7019', '1-0296', 'MLG56')",1
"('1-7874', '1-6240', '1-8328')",1
"('1-7874', '1-8328', '1-6240')",1
"('1-10539', '1-8450', '1-3265')",1
"('1-6240', '1-7874', '1-8328')",1
"('MLG68', '1-1131', '1-7807')",1
"('1-7807', 'MLG68', '1-1131')",1
"('1-7807', '1-1131', 'MLG68')",1
"('1-1131', 'MLG68', '1-7807')",1
"('1-1131', '1-7807', 'MLG68')",1
"('1-7042', '1-7441', '1-7866')",1
"('1-7042', '1-7866', '1-7441')",1
"('1-7441', '1-7042', '1-7866')",1
"('1-7441', '1-7866', '1-7042')",1
"('1-7866', '1-7042', '1-7441')",1
"('1-7866', '1-7441', '1-7042')",1
"('1-5282', '1-9808', '1-9610')",1
"('1-5282', '1-9610', '1-9808')",1
"('1-9808', '1-5282', '1-9610')",1
"('1-9808', '1-9610', '1-5282')",1
"('1-9610', '1-5282', '1-9808')",1
"('1-9610', '1-9808', '1-5282')",1
"('1-3646', 'MLG53', '1-6181')",1
"('1-3646', '1-6181', 'MLG53')",1
"('MLG53', '1-3646', '1-6181')",1
"('MLG53', '1-6181', '1-3646')",1
"('MLG68', '1-7807', '1-1131')",1
"('1-8820', '1-9333', 'P-16616')",1
"('1-8820', 'P-16616', '1-9333')",1
"('1-6181', '1-9227', '1-7682')",1
"('1-6240', '1-8328', '1-7874')",1
"('1-8328', 'MLG63', '1-7874')",1
"('1-8328', '1-7874', 'MLG63')",1
"('1-8328', '1-7874', '1-6240')",1
"('1-8328', '1-6240', '1-7874')",1
"('1-9227', '1-7682', '1-6181')",1
"('1-9227', '1-6181', '1-7682')",1
"('1-7682', '1-9227', '1-6181')",1
"('1-7682', '1-6181', '1-9227')",1
"('1-6181', '1-7682', '1-9227')",1
"('1-9333', '1-8820', 'P-16616')",1
"('1-6240', '1-2282', '1-3535')",1
"('1-6240', '1-3535', '1-2282')",1
"('1-2282', '1-6240', '1-3535')",1
"('1-2282', '1-3535', '1-6240')",1
"('1-3535', '1-6240', '1-2282')",1
"('1-3535', '1-2282', '1-6240')",1
"('P-16616', '1-9333', '1-8820')",1
"('P-16616', '1-8820', '1-9333')",1
"('1-9333', 'P-16616', '1-8820')",1
"('1-10539', '1-8450', '1-6693')",1
"('1-10539', '1-6693', '1-8450')",1
"('1-6181', 'MLG53', '1-3646')",1
"('1-8186', '1-8188', '1-8067')",1
"('1-6240', '1-4531', '1-9333')",1
"('1-6240', '1-9333', '1-4531')",1
"('1-6240', '1-9333', '1-7863')",1
"('1-6240', '1-7863', '1-9333')",1
"('1-9333', '1-4531', '1-6240')",1
"('1-9333', '1-4531', '1-7863')",1
"('1-9333', '1-6240', '1-4531')",1
"('1-9333', '1-6240', '1-7863')",1
"('1-9333', '1-7863', '1-4531')",1
"('1-9333', '1-7863', '1-6240')",1
"('1-7863', '1-4531', '1-9333')",1
"('1-7863', '1-6240', '1-9333')",1
"('1-7863', '1-9333', '1-4531')",1
"('1-7863', '1-9333', '1-6240')",1
"('1-7042', 'MLG58', '1-9333')",1
"('1-7042', '1-9333', 'MLG58')",1
"('MLG58', '1-7042', '1-9333')",1
"('MLG58', '1-9333', '1-7042')",1
"('1-9333', '1-7042', 'MLG58')",1
"('1-9333', 'MLG58', '1-7042')",1
"('1-8188', '1-8186', '1-8067')",1
"('1-4531', '1-7863', '1-9333')",1
"('1-4531', '1-9333', '1-7863')",1
"('1-4531', '1-9333', '1-6240')",1
"('MLG58', '1-3587', 'MLG40')",1
"('1-3587', 'MLG40', '1-3584')",1
"('1-3587', 'MLG40', 'MLG58')",1
"('1-3584', '1-3587', 'MLG58')",1
"('1-3584', '1-3587', 'MLG40')",1
"('1-3584', 'MLG58', '1-3587')",1
"('1-3584', 'MLG58', 'MLG40')",1
"('1-3584', 'MLG40', '1-3587')",1
"('1-3584', 'MLG40', 'MLG58')",1
"('MLG58', '1-3587', '1-3584')",1
"('MLG58', '1-3584', '1-3587')",1
"('1-4531', '1-6240', '1-9333')",1
"('MLG58', '1-3584', 'MLG40')",1
"('MLG58', 'MLG40', '1-3587')",1
"('MLG58', 'MLG40', '1-3584')",1
"('MLG40', '1-3587', '1-3584')",1
"('MLG40', '1-3587', 'MLG58')",1
"('MLG40', '1-3584', '1-3587')",1
"('MLG40', '1-3584', 'MLG58')",1
"('MLG40', 'MLG58', '1-3587')",1
"('MLG40', 'MLG58', '1-3584')",1
"('1-8188', '1-8067', '1-8186')",1
"('1-8186', '1-8067', '1-8188')",1
"('1-10539', '1-6693', '1-3265')",1
"('1-8067', '1-8188', '1-8186')",1
"('1-19447', '1-8826', '1-18558')",1
"('1-8826', '1-5799', '1-18558')",1
"('1-8826', '1-5799', '1-19447')",1
"('1-8826', '1-18558', '1-5799')",1
"('1-8826', '1-18558', '1-19447')",1
"('1-8826', '1-19447', '1-5799')",1
"('1-8826', '1-19447', '1-18558')",1
"('1-3265', '1-6693', '1-10539')",1
"('1-3265', '1-6693', '1-8450')",1
"('1-3265', '1-10539', '1-6693')",1
"('1-3265', '1-10539', '1-8450')",1
"('1-3265', '1-8450', '1-6693')",1
"('1-3265', '1-8450', '1-10539')",1
"('1-6693', '1-3265', '1-10539')",1
"('1-6693', '1-3265', '1-8450')",1
"('1-6693', '1-10539', '1-3265')",1
"('1-6693', '1-10539', '1-8450')",1
"('1-6693', '1-8450', '1-3265')",1
"('1-6693', '1-8450', '1-10539')",1
"('1-10539', '1-3265', '1-6693')",1
"('1-10539', '1-3265', '1-8450')",1
"('1-19447', '1-8826', '1-5799')",1
"('1-19447', '1-18558', '1-8826')",1
"('1-19447', '1-18558', '1-5799')",1
"('1-5799', '1-19447', '1-18558')",1
"('1-8067', '1-8186', '1-8188')",1
"('MLG13', '1-18028', '1-6693')",1
"('MLG13', '1-6693', '1-18028')",1
"('1-18028', 'MLG13', '1-6693')",1
"('1-18028', '1-6693', 'MLG13')",1
"('1-6693', 'MLG13', '1-18028')",1
"('1-6693', '1-18028', 'MLG13')",1
"('1-5799', '1-18558', '1-19447')",1
"('1-5799', '1-18558', '1-8826')",1
"('1-5799', '1-19447', '1-8826')",1
"('1-19447', '1-5799', '1-8826')",1
"('1-5799', '1-8826', '1-18558')",1
"('1-5799', '1-8826', '1-19447')",1
"('1-18558', '1-5799', '1-19447')",1
"('1-18558', '1-5799', '1-8826')",1
"('1-18558', '1-19447', '1-5799')",1
"('1-18558', '1-19447', '1-8826')",1
"('1-18558', '1-8826', '1-5799')",1
"('1-18558', '1-8826', '1-19447')",1
"('1-19447', '1-5799', '1-18558')",1
"('1-6181', '1-3646', 'MLG53')",1
"('1-7042', 'MLG65', '1-9270')",1
"('1-6098', '1-18234', '1-9498')",1
"('1-6240', '1-18234', '1-9498')",1
"('1-10468', '1-8826', '1-9498')",1
"('1-10468', '1-8826', '1-6098')",1
"('1-10468', '1-6098', '1-9498')",1
"('1-10468', '1-6098', '1-8826')",1
"('1-18234', '1-10468', '1-6240')",1
"('1-18234', '1-10468', '1-9498')",1
"('1-18234', '1-6240', '1-10468')",1
"('1-18234', '1-6240', '1-9498')",1
"('1-18234', '1-6240', '1-8826')",1
"('1-18234', '1-9498', '1-10468')",1
"('1-18234', '1-9498', '1-6240')",1
"('1-18234', '1-9498', '1-8826')",1
"('1-18234', '1-9498', '1-6098')",1
"('1-18234', '1-8826', '1-6240')",1
"('1-18234', '1-8826', '1-9498')",1
"('1-18234', '1-8826', '1-6098')",1
"('1-18234', '1-6098', '1-9498')",1
"('1-18234', '1-6098', '1-8826')",1
"('1-6240', '1-10468', '1-18234')",1
"('1-6240', '1-10468', '1-9498')",1
"('1-6240', '1-10468', '1-8826')",1
"('1-10468', '1-8826', '1-6240')",1
"('1-10468', '1-9498', '1-6098')",1
"('1-10468', '1-9498', '1-8826')",1
"('1-5775', '1-10785', 'MLG75')",1
"('MLG75', '1-5775', '1-10785')",1
"('MLG75', '1-5775', '1-7140')",1
"('1-7140', 'MLG56', 'MLG75')",1
"('1-7140', '1-10785', 'MLG75')",1
"('1-7140', 'MLG75', 'MLG56')",1
"('1-7140', 'MLG75', '1-10785')",1
"('1-7140', 'MLG75', '1-5775')",1
"('1-7140', '1-5775', 'MLG75')",1
"('1-5775', 'MLG56', 'MLG75')",1
"('1-5775', 'MLG75', 'MLG56')",1
"('1-10468', '1-9498', '1-6240')",1
"('1-5775', 'MLG75', '1-10785')",1
"('1-5775', 'MLG75', '1-7140')",1
"('1-5775', '1-7140', 'MLG75')",1
"('1-10468', '1-18234', '1-6240')",1
"('1-10468', '1-18234', '1-9498')",1
"('1-10468', '1-6240', '1-18234')",1
"('1-10468', '1-6240', '1-9498')",1
"('1-10468', '1-6240', '1-8826')",1
"('1-10468', '1-9498', '1-18234')",1
"('1-6240', '1-18234', '1-10468')",1
"('1-6240', '1-18234', '1-8826')",1
"('MLG75', '1-7140', '1-5775')",1
"('1-6240', '1-9498', '1-10468')",1
"('1-9498', '1-6098', '1-8826')",1
"('1-8826', '1-10468', '1-6240')",1
"('1-8826', '1-10468', '1-9498')",1
"('1-8826', '1-10468', '1-6098')",1
"('1-8826', '1-18234', '1-6240')",1
"('1-8826', '1-18234', '1-9498')",1
"('1-8826', '1-18234', '1-6098')",1
"('1-8826', '1-6240', '1-10468')",1
"('1-8826', '1-6240', '1-18234')",1
"('1-8826', '1-6240', '1-9498')",1
"('1-8826', '1-6240', '1-6098')",1
"('1-8826', '1-9498', '1-10468')",1
"('1-8826', '1-9498', '1-18234')",1
"('1-8826', '1-9498', '1-6240')",1
"('1-8826', '1-9498', '1-6098')",1
"('1-8826', '1-6098', '1-10468')",1
"('1-8826', '1-6098', '1-18234')",1
"('1-8826', '1-6098', '1-6240')",1
"('1-8826', '1-6098', '1-9498')",1
"('1-6098', '1-10468', '1-9498')",1
"('1-6098', '1-10468', '1-8826')",1
"('1-9498', '1-6098', '1-18234')",1
"('1-9498', '1-6098', '1-10468')",1
"('1-9498', '1-8826', '1-6098')",1
"('1-9498', '1-10468', '1-8826')",1
"('1-6240', '1-9498', '1-18234')",1
"('1-6240', '1-9498', '1-8826')",1
"('1-6240', '1-8826', '1-10468')",1
"('1-6240', '1-8826', '1-18234')",1
"('1-6240', '1-8826', '1-9498')",1
"('1-6240', '1-8826', '1-6098')",1
"('1-6240', '1-6098', '1-8826')",1
